ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,ORDERE_YEAR,ORDER_MONTH,ORDER_DAY,ORDER_MONTH_NAME
10358,41,100.0,4428.0,2004-12-10,Shipped,4,12,2004,Trucks and Buses,96,S32_1268,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,10,December
10371,26,100.0,4044.04,2005-01-23,Shipped,1,1,2005,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,1,23,January
10382,26,100.0,2708.42,2005-02-17,Shipped,1,2,2005,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,2,17,February
10411,26,100.0,2904.72,2005-05-01,Shipped,2,5,2005,Trucks and Buses,96,S32_1268,Quebec Home Shopping Network,Montreal,Canada,Small,2005,5,1,May
10425,41,86.68,3553.88,2005-05-31,In Process,2,5,2005,Trucks and Buses,96,S32_1268,La Rochelle Gifts,Nantes,France,Medium,2005,5,31,May
10107,20,92.9,1858.0,2003-02-24,Shipped,1,2,2003,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Small,2003,2,24,February
10120,22,100.0,2461.36,2003-04-29,Shipped,2,4,2003,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Small,2003,4,29,April
10133,23,100.0,2642.01,2003-06-27,Shipped,2,6,2003,Motorcycles,99,S32_1374,Euro Shopping Channel,Madrid,Spain,Small,2003,6,27,June
10145,33,93.9,3098.7,2003-08-25,Shipped,3,8,2003,Motorcycles,99,S32_1374,Toys4GrownUps.com,Pasadena,USA,Medium,2003,8,25,August
10168,28,100.0,3244.36,2003-10-28,Shipped,4,10,2003,Motorcycles,99,S32_1374,Technics Stores Inc.,Burlingame,USA,Medium,2003,10,28,October
10188,44,98.89,4351.16,2003-11-18,Shipped,4,11,2003,Motorcycles,99,S32_1374,Herkku Gifts,Bergen,Norway,Medium,2003,11,18,November
10210,46,79.91,3675.86,2004-01-12,Shipped,1,1,2004,Motorcycles,99,S32_1374,Osaka Souveniers Co.,Osaka,Japan,Medium,2004,1,12,January
10223,21,100.0,2475.27,2004-02-20,Shipped,1,2,2004,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,2,20,February
10235,41,100.0,4177.49,2004-04-02,Shipped,2,4,2004,Motorcycles,99,S32_1374,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Medium,2004,4,2,April
10250,31,100.0,3282.28,2004-05-11,Shipped,2,5,2004,Motorcycles,99,S32_1374,The Sharp Gifts Warehouse,San Jose,USA,Medium,2004,5,11,May
10263,31,79.91,2477.21,2004-06-28,Shipped,2,6,2004,Motorcycles,99,S32_1374,Gift Depot Inc.,Bridgewater,USA,Small,2004,6,28,June
10275,23,81.91,1883.93,2004-07-23,Shipped,3,7,2004,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10285,37,98.89,3658.93,2004-08-27,Shipped,3,8,2004,Motorcycles,99,S32_1374,Marta's Replicas Co.,Cambridge,USA,Medium,2004,8,27,August
10297,26,100.0,2856.88,2004-09-16,Shipped,3,9,2004,Motorcycles,99,S32_1374,"Clover Collections, Co.",Dublin,Ireland,Small,2004,9,16,September
10308,24,79.91,1917.84,2004-10-15,Shipped,4,10,2004,Motorcycles,99,S32_1374,Mini Classics,White Plains,USA,Small,2004,10,15,October
10318,47,100.0,5305.36,2004-11-02,Shipped,4,11,2004,Motorcycles,99,S32_1374,Diecast Classics Inc.,Allentown,USA,Medium,2004,11,2,November
10329,45,63.91,2875.95,2004-11-15,Shipped,4,11,2004,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Small,2004,11,15,November
10340,55,100.0,6482.85,2004-11-24,Shipped,4,11,2004,Motorcycles,99,S32_1374,Enaco Distributors,Barcelona,Spain,Medium,2004,11,24,November
10353,46,81.17,3733.82,2004-12-04,Shipped,4,12,2004,Motorcycles,99,S32_1374,Gift Ideas Corp.,Glendale,USA,Medium,2004,12,4,December
10363,50,100.0,6576.5,2005-01-06,Shipped,1,1,2005,Motorcycles,99,S32_1374,Suominen Souveniers,Espoo,Finland,Medium,2005,1,6,January
10375,37,100.0,6353.27,2005-02-03,Shipped,1,2,2005,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Medium,2005,2,3,February
10387,44,94.9,4175.6,2005-03-02,Shipped,1,3,2005,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2005,3,2,March
10401,49,100.0,4992.61,2005-04-03,On Hold,2,4,2005,Motorcycles,99,S32_1374,Tekni Collectables Inc.,Newark,USA,Medium,2005,4,3,April
10416,45,100.0,4764.6,2005-05-10,Shipped,2,5,2005,Motorcycles,99,S32_1374,L'ordine Souveniers,Reggio Emilia,Italy,Medium,2005,5,10,May
10108,27,43.45,1173.15,2003-03-03,Shipped,1,3,2003,Motorcycles,40,S32_2206,Cruz & Sons Co.,Makati City,Philippines,Small,2003,3,3,March
10122,31,44.66,1384.46,2003-05-08,Shipped,2,5,2003,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Small,2003,5,8,May
10135,33,40.23,1327.59,2003-07-02,Shipped,3,7,2003,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,7,2,July
10145,31,35.8,1109.8,2003-08-25,Shipped,3,8,2003,Motorcycles,40,S32_2206,Toys4GrownUps.com,Pasadena,USA,Small,2003,8,25,August
10159,35,35.4,1239.0,2003-10-10,Shipped,4,10,2003,Motorcycles,40,S32_2206,Corporate Gift Ideas Co.,San Francisco,USA,Small,2003,10,10,October
10169,26,39.83,1035.58,2003-11-04,Shipped,4,11,2003,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2003,11,4,November
10180,34,45.46,1545.64,2003-11-11,Shipped,4,11,2003,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Small,2003,11,11,November
10190,46,32.99,1517.54,2003-11-19,Shipped,4,11,2003,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Small,2003,11,19,November
10211,41,42.24,1731.84,2004-01-15,Shipped,1,1,2004,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Small,2004,1,15,January
10224,43,39.43,1695.49,2004-02-21,Shipped,1,2,2004,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Small,2004,2,21,February
10237,26,40.23,1045.98,2004-04-05,Shipped,2,4,2004,Motorcycles,40,S32_2206,Vitachrome Inc.,NYC,USA,Small,2004,4,5,April
10252,36,48.28,1738.08,2004-05-26,Shipped,2,5,2004,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Small,2004,5,26,May
10264,20,32.59,651.8,2004-06-30,Shipped,2,6,2004,Motorcycles,40,S32_2206,Gifts4AllAges.com,Boston,USA,Small,2004,6,30,June
10276,27,36.61,988.47,2004-08-02,Shipped,3,8,2004,Motorcycles,40,S32_2206,Online Mini Collectables,Brickhaven,USA,Small,2004,8,2,August
10285,37,41.03,1518.11,2004-08-27,Shipped,3,8,2004,Motorcycles,40,S32_2206,Marta's Replicas Co.,Cambridge,USA,Small,2004,8,27,August
10299,24,42.24,1013.76,2004-09-30,Shipped,3,9,2004,Motorcycles,40,S32_2206,"Toys of Finland, Co.",Helsinki,Finland,Small,2004,9,30,September
10310,36,43.05,1549.8,2004-10-16,Shipped,4,10,2004,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",Koln,Germany,Small,2004,10,16,October
10319,29,38.22,1108.38,2004-11-03,Shipped,4,11,2004,Motorcycles,40,S32_2206,Microscale Inc.,NYC,USA,Small,2004,11,3,November
10331,28,100.0,4102.56,2004-11-17,Shipped,4,11,2004,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,2004,11,17,November
10343,29,100.0,3713.16,2004-11-24,Shipped,4,11,2004,Motorcycles,40,S32_2206,Reims Collectables,Reims,France,Medium,2004,11,24,November
10355,38,39.83,1513.54,2004-12-07,Shipped,4,12,2004,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Small,2004,12,7,December
10364,48,48.28,2317.44,2005-01-06,Shipped,1,1,2005,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Small,2005,1,6,January
10378,40,82.46,3298.4,2005-02-10,Shipped,1,2,2005,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,10,February
10390,41,44.56,1826.96,2005-03-04,Shipped,1,3,2005,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,3,4,March
10403,30,40.23,1206.9,2005-04-08,Shipped,2,4,2005,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",Liverpool,UK,Small,2005,4,8,April
10104,35,47.62,1666.7,2003-01-31,Shipped,1,1,2003,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,2003,1,31,January
10114,28,55.73,1560.44,2003-04-01,Shipped,2,4,2003,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",Paris,France,Small,2003,4,1,April
10127,45,51.95,2337.75,2003-06-03,Shipped,2,6,2003,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Small,2003,6,3,June
10141,24,45.99,1103.76,2003-08-01,Shipped,3,8,2003,Trucks and Buses,54,S32_2509,Suominen Souveniers,Espoo,Finland,Small,2003,8,1,August
10151,41,63.85,2617.85,2003-09-21,Shipped,3,9,2003,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small,2003,9,21,September
10165,48,45.99,2207.52,2003-10-22,Shipped,4,10,2003,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,10,22,October
10175,50,63.31,3165.5,2003-11-06,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",London,UK,Medium,2003,11,6,November
10184,33,62.77,2071.41,2003-11-14,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,2003,11,14,November
10195,32,43.29,1385.28,2003-11-25,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,Mini Classics,White Plains,USA,Small,2003,11,25,November
10207,27,60.06,1621.62,2003-12-09,Shipped,4,12,2003,Trucks and Buses,54,S32_2509,Diecast Collectables,Boston,USA,Small,2003,12,9,December
10219,35,55.19,1931.65,2004-02-10,Shipped,1,2,2004,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,Brisbane,USA,Small,2004,2,10,February
10229,23,54.11,1244.53,2004-03-11,Shipped,1,3,2004,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,3,11,March
10246,35,48.7,1704.5,2004-05-05,Shipped,2,5,2004,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,2004,5,5,May
10259,40,43.83,1753.2,2004-06-15,Shipped,2,6,2004,Trucks and Buses,54,S32_2509,Handji Gifts& Co,Singapore,Singapore,Small,2004,6,15,June
10271,35,47.62,1666.7,2004-07-20,Shipped,3,7,2004,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,7,20,July
10281,31,55.19,1710.89,2004-08-19,Shipped,3,8,2004,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,Allentown,USA,Small,2004,8,19,August
10292,50,46.53,2326.5,2004-09-08,Shipped,3,9,2004,Trucks and Buses,54,S32_2509,Land of Toys Inc.,NYC,USA,Small,2004,9,8,September
10305,40,57.9,2316.0,2004-10-13,Shipped,4,10,2004,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,Cambridge,USA,Small,2004,10,13,October
10313,38,45.45,1727.1,2004-10-22,Shipped,4,10,2004,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,Vancouver,Canada,Small,2004,10,22,October
10325,38,100.0,8844.12,2004-11-05,Shipped,4,11,2004,Trucks and Buses,54,S32_2509,Baane Mini Imports,Stavern,Norway,Large,2004,11,5,November
10335,40,60.6,2424.0,2004-11-19,Shipped,4,11,2004,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,11,19,November
10349,33,46.53,1535.49,2004-12-01,Shipped,4,12,2004,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Small,2004,12,1,December
10359,36,100.0,6358.68,2004-12-15,Shipped,4,12,2004,Trucks and Buses,54,S32_2509,Reims Collectables,Reims,France,Medium,2004,12,15,December
10371,20,66.47,1329.4,2005-01-23,Shipped,1,1,2005,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,1,23,January
10383,32,53.18,1701.76,2005-02-22,Shipped,1,2,2005,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,2005,2,22,February
10394,36,62.77,2259.72,2005-03-15,Shipped,1,3,2005,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,2005,3,15,March
10412,19,48.7,925.3,2005-05-03,Shipped,2,5,2005,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small,2005,5,3,May
10425,11,43.83,482.13,2005-05-31,In Process,2,5,2005,Trucks and Buses,54,S32_2509,La Rochelle Gifts,Nantes,France,Small,2005,5,31,May
10104,49,65.87,3227.63,2003-01-31,Shipped,1,1,2003,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium,2003,1,31,January
10116,27,63.38,1711.26,2003-04-11,Shipped,2,4,2003,Trains,62,S32_3207,Royale Belge,Charleroi,Belgium,Small,2003,4,11,April
10127,29,70.84,2054.36,2003-06-03,Shipped,2,6,2003,Trains,62,S32_3207,Muscle Machine Inc,NYC,USA,Small,2003,6,3,June
10142,42,74.57,3131.94,2003-08-08,Shipped,3,8,2003,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,8,8,August
10152,33,50.95,1681.35,2003-09-25,Shipped,3,9,2003,Trains,62,S32_3207,"Australian Gift Network, Co",South Brisbane,Australia,Small,2003,9,25,September
10165,44,53.44,2351.36,2003-10-22,Shipped,4,10,2003,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,10,22,October
10176,22,64.0,1408.0,2003-11-06,Shipped,4,11,2003,Trains,62,S32_3207,L'ordine Souveniers,Reggio Emilia,Italy,Small,2003,11,6,November
10184,48,50.95,2445.6,2003-11-14,Shipped,4,11,2003,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,2003,11,14,November
10195,33,54.68,1804.44,2003-11-25,Shipped,4,11,2003,Trains,62,S32_3207,Mini Classics,White Plains,USA,Small,2003,11,25,November
10207,45,56.55,2544.75,2003-12-09,Shipped,4,12,2003,Trains,62,S32_3207,Diecast Collectables,Boston,USA,Small,2003,12,9,December
10220,20,52.82,1056.4,2004-02-12,Shipped,1,2,2004,Trains,62,S32_3207,"Clover Collections, Co.",Dublin,Ireland,Small,2004,2,12,February
10230,46,60.9,2801.4,2004-03-15,Shipped,1,3,2004,Trains,62,S32_3207,"Blauer See Auto, Co.",Frankfurt,Germany,Small,2004,3,15,March
10247,40,49.71,1988.4,2004-05-05,Shipped,2,5,2004,Trains,62,S32_3207,Suominen Souveniers,Espoo,Finland,Small,2004,5,5,May
10272,45,64.63,2908.35,2004-07-20,Shipped,3,7,2004,Trains,62,S32_3207,Diecast Classics Inc.,Allentown,USA,Small,2004,7,20,July
10282,36,59.65,2147.4,2004-08-20,Shipped,3,8,2004,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,8,20,August
10292,31,67.73,2099.63,2004-09-08,Shipped,3,9,2004,Trains,62,S32_3207,Land of Toys Inc.,NYC,USA,Small,2004,9,8,September
10306,46,50.33,2315.18,2004-10-14,Shipped,4,10,2004,Trains,62,S32_3207,"AV Stores, Co.",Manchester,UK,Small,2004,10,14,October
10314,35,66.49,2327.15,2004-10-22,Shipped,4,10,2004,Trains,62,S32_3207,Heintze Collectables,Aaarhus,Denmark,Small,2004,10,22,October
10325,28,100.0,5377.4,2004-11-05,Shipped,4,11,2004,Trains,62,S32_3207,Baane Mini Imports,Stavern,Norway,Medium,2004,11,5,November
10336,31,84.71,2626.01,2004-11-20,Shipped,4,11,2004,Trains,62,S32_3207,"La Corne D'abondance, Co.",Paris,France,Small,2004,11,20,November
10350,27,100.0,4406.4,2004-12-02,Shipped,4,12,2004,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,2,December
10359,22,100.0,4301.22,2004-12-15,Shipped,4,12,2004,Trains,62,S32_3207,Reims Collectables,Reims,France,Medium,2004,12,15,December
10371,30,99.55,2986.5,2005-01-23,Shipped,1,1,2005,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,1,23,January
10383,44,36.07,1587.08,2005-02-22,Shipped,1,2,2005,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small,2005,2,22,February
10394,30,60.28,1808.4,2005-03-15,Shipped,1,3,2005,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small,2005,3,15,March
10413,24,49.71,1193.04,2005-05-05,Shipped,2,5,2005,Trains,62,S32_3207,Gift Depot Inc.,Bridgewater,USA,Small,2005,5,5,May
10103,45,75.63,3403.35,2003-01-29,Shipped,1,1,2003,Trucks and Buses,64,S32_3522,Baane Mini Imports,Stavern,Norway,Medium,2003,1,29,January
10113,23,68.52,1575.96,2003-03-26,Shipped,1,3,2003,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,3,26,March
10126,26,62.7,1630.2,2003-05-28,Shipped,2,5,2003,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2003,5,28,May
10140,28,60.76,1701.28,2003-07-24,Shipped,3,7,2003,Trucks and Buses,64,S32_3522,Technics Stores Inc.,Burlingame,USA,Small,2003,7,24,July
10150,49,58.18,2850.82,2003-09-19,Shipped,3,9,2003,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,9,19,September
10164,49,54.94,2692.06,2003-10-21,Resolved,4,10,2003,Trucks and Buses,64,S32_3522,Mini Auto Werke,Graz,Austria,Small,2003,10,21,October
10175,29,74.98,2174.42,2003-11-06,Shipped,4,11,2003,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",London,UK,Small,2003,11,6,November
10183,49,64.64,3167.36,2003-11-13,Shipped,4,11,2003,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,2003,11,13,November
10194,39,54.94,2142.66,2003-11-25,Shipped,4,11,2003,Trucks and Buses,64,S32_3522,"Saveley & Henriot, Co.",Lyon,France,Small,2003,11,25,November
10206,36,58.82,2117.52,2003-12-05,Shipped,4,12,2003,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Small,2003,12,5,December
10217,39,62.05,2419.95,2004-02-04,Shipped,1,2,2004,Trucks and Buses,64,S32_3522,Handji Gifts& Co,Singapore,Singapore,Small,2004,2,4,February
10229,30,73.04,2191.2,2004-03-11,Shipped,1,3,2004,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,3,11,March
10245,44,69.16,3043.04,2004-05-04,Shipped,2,5,2004,Trucks and Buses,64,S32_3522,Super Scale Inc.,New Haven,USA,Medium,2004,5,4,May
10258,20,61.41,1228.2,2004-06-15,Shipped,2,6,2004,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,6,15,June
10270,21,63.35,1330.35,2004-07-19,Shipped,3,7,2004,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,Chatswood,Australia,Small,2004,7,19,July
10281,36,77.57,2792.52,2004-08-19,Shipped,3,8,2004,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,Allentown,USA,Small,2004,8,19,August
10291,32,71.75,2296.0,2004-09-08,Shipped,3,9,2004,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,Boras,Sweden,Small,2004,9,8,September
10304,36,73.04,2629.44,2004-10-11,Shipped,4,10,2004,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,Versailles,France,Small,2004,10,11,October
10313,34,56.24,1912.16,2004-10-22,Shipped,4,10,2004,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Small,2004,10,22,October
10324,48,100.0,8209.44,2004-11-05,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Vitachrome Inc.,NYC,USA,Large,2004,11,5,November
10333,33,73.69,2431.77,2004-11-18,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Mini Wheels Co.,San Francisco,USA,Small,2004,11,18,November
10348,31,100.0,3139.99,2004-11-01,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,2004,11,1,November
10358,36,100.0,5669.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Medium,2004,12,10,December
10370,25,100.0,3160.25,2005-01-20,Shipped,1,1,2005,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2005,1,20,January
10382,48,100.0,6799.68,2005-02-17,Shipped,1,2,2005,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2005,2,17,February
10411,27,69.16,1867.32,2005-05-01,Shipped,2,5,2005,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,Montreal,Canada,Small,2005,5,1,May
10424,44,61.41,2702.04,2005-05-31,In Process,2,5,2005,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Small,2005,5,31,May
10106,33,72.92,2406.36,2003-02-17,Shipped,1,2,2003,Vintage Cars,68,S32_4289,Rovelli Gifts,Bergamo,Italy,Small,2003,2,17,February
10120,29,72.23,2094.67,2003-04-29,Shipped,2,4,2003,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Small,2003,4,29,April
10133,49,57.1,2797.9,2003-06-27,Shipped,2,6,2003,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Small,2003,6,27,June
10144,20,81.86,1637.2,2003-08-13,Shipped,3,8,2003,Vintage Cars,68,S32_4289,Royale Belge,Charleroi,Belgium,Small,2003,8,13,August
10168,31,73.61,2281.91,2003-10-28,Shipped,4,10,2003,Vintage Cars,68,S32_4289,Technics Stores Inc.,Burlingame,USA,Small,2003,10,28,October
10210,39,59.16,2307.24,2004-01-12,Shipped,1,1,2004,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,Osaka,Japan,Small,2004,1,12,January
10223,20,66.04,1320.8,2004-02-20,Shipped,1,2,2004,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,2,20,February
10235,34,77.73,2642.82,2004-04-02,Shipped,2,4,2004,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,2004,4,2,April
10250,50,61.22,3061.0,2004-05-11,Shipped,2,5,2004,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,San Jose,USA,Medium,2004,5,11,May
10262,40,79.11,3164.4,2004-06-24,Cancelled,2,6,2004,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Medium,2004,6,24,June
10275,28,63.97,1791.16,2004-07-23,Shipped,3,7,2004,Vintage Cars,68,S32_4289,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10284,50,81.86,4093.0,2004-08-21,Shipped,3,8,2004,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium,2004,8,21,August
10297,28,79.8,2234.4,2004-09-16,Shipped,3,9,2004,Vintage Cars,68,S32_4289,"Clover Collections, Co.",Dublin,Ireland,Small,2004,9,16,September
10308,46,66.04,3037.84,2004-10-15,Shipped,4,10,2004,Vintage Cars,68,S32_4289,Mini Classics,White Plains,USA,Medium,2004,10,15,October
10316,24,59.16,1419.84,2004-11-01,Shipped,4,11,2004,Vintage Cars,68,S32_4289,giftsbymail.co.uk,Cowes,UK,Small,2004,11,1,November
10328,24,81.17,1948.08,2004-11-12,Shipped,4,11,2004,Vintage Cars,68,S32_4289,Rovelli Gifts,Bergamo,Italy,Small,2004,11,12,November
10340,39,59.16,2307.24,2004-11-24,Shipped,4,11,2004,Vintage Cars,68,S32_4289,Enaco Distributors,Barcelona,Spain,Small,2004,11,24,November
10353,40,44.51,1780.4,2004-12-04,Shipped,4,12,2004,Vintage Cars,68,S32_4289,Gift Ideas Corp.,Glendale,USA,Small,2004,12,4,December
10361,49,72.33,3544.17,2004-12-17,Shipped,4,12,2004,Vintage Cars,68,S32_4289,Souveniers And Things Co.,Chatswood,Australia,Medium,2004,12,17,December
10375,44,82.26,3619.44,2005-02-03,Shipped,1,2,2005,Vintage Cars,68,S32_4289,La Rochelle Gifts,Nantes,France,Medium,2005,2,3,February
10388,35,100.0,3918.95,2005-03-03,Shipped,1,3,2005,Vintage Cars,68,S32_4289,FunGiftIdeas.com,New Bedford,USA,Medium,2005,3,3,March
10398,22,67.41,1483.02,2005-03-30,Shipped,1,3,2005,Vintage Cars,68,S32_4289,Reims Collectables,Reims,France,Small,2005,3,30,March
10401,62,77.73,4819.26,2005-04-03,On Hold,2,4,2005,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,Newark,USA,Medium,2005,4,3,April
10416,26,61.22,1591.72,2005-05-10,Shipped,2,5,2005,Vintage Cars,68,S32_4289,L'ordine Souveniers,Reggio Emilia,Italy,Small,2005,5,10,May
10108,31,100.0,3669.78,2003-03-03,Shipped,1,3,2003,Motorcycles,102,S32_4485,Cruz & Sons Co.,Makati City,Philippines,Medium,2003,3,3,March
10121,25,86.74,2168.5,2003-05-07,Shipped,2,5,2003,Motorcycles,102,S32_4485,Reims Collectables,Reims,France,Small,2003,5,7,May
10135,30,89.8,2694.0,2003-07-02,Shipped,3,7,2003,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,7,2,July
10145,27,100.0,3251.34,2003-08-25,Shipped,3,8,2003,Motorcycles,102,S32_4485,Toys4GrownUps.com,Pasadena,USA,Medium,2003,8,25,August
10159,23,100.0,2347.15,2003-10-10,Shipped,4,10,2003,Motorcycles,102,S32_4485,Corporate Gift Ideas Co.,San Francisco,USA,Small,2003,10,10,October
10169,34,100.0,3920.88,2003-11-04,Shipped,4,11,2003,Motorcycles,102,S32_4485,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,2003,11,4,November
10180,22,100.0,2514.6,2003-11-11,Shipped,4,11,2003,Motorcycles,102,S32_4485,Daedalus Designs Imports,Lille,France,Small,2003,11,11,November
10190,42,85.72,3600.24,2003-11-19,Shipped,4,11,2003,Motorcycles,102,S32_4485,Euro Shopping Channel,Madrid,Spain,Medium,2003,11,19,November
10211,37,100.0,4040.03,2004-01-15,Shipped,1,1,2004,Motorcycles,102,S32_4485,Auto Canal Petit,Paris,France,Medium,2004,1,15,January
10224,30,100.0,3336.9,2004-02-21,Shipped,1,2,2004,Motorcycles,102,S32_4485,Daedalus Designs Imports,Lille,France,Medium,2004,2,21,February
